PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31160269","The gut microbiome and epilepsy","Dahlin M, Prast-Nielsen S.","EBioMedicine. 2019 Jun;44:741-746. doi: 10.1016/j.ebiom.2019.05.024. Epub 2019 May 31.","Dahlin M","EBioMedicine","2019","2019/06/05","PMC6604367","","10.1016/j.ebiom.2019.05.024"
"29324644","Nanocomposite of Half-Fin Anchovy Hydrolysates/Zinc Oxide Nanoparticles Exhibits Actual Non-Toxicity and Regulates Intestinal Microbiota, Short-Chain Fatty Acids Production and Oxidative Status in Mice","Song R, Yao J, Shi Q, Wei R.","Mar Drugs. 2018 Jan 11;16(1):23. doi: 10.3390/md16010023.","Song R","Mar Drugs","2018","2018/01/12","PMC5793071","","10.3390/md16010023"
"30169708","Effects of glucose oxidase on growth performance, gut function, and cecal microbiota of broiler chickens","Wu S, Li T, Niu H, Zhu Y, Liu Y, Duan Y, Sun Q, Yang X.","Poult Sci. 2019 Feb 1;98(2):828-841. doi: 10.3382/ps/pey393.","Wu S","Poult Sci","2019","2018/09/01","","","10.3382/ps/pey393"
"29479697","Cervicovaginal microbiota composition correlates with the acquisition of high-risk human papillomavirus types","Huang X, Li C, Li F, Zhao J, Wan X, Wang K.","Int J Cancer. 2018 Aug 1;143(3):621-634. doi: 10.1002/ijc.31342. Epub 2018 Mar 9.","Huang X","Int J Cancer","2018","2018/02/27","","","10.1002/ijc.31342"
"30538180","Impact of Individual Traits, Saturated Fat, and Protein Source on the Gut Microbiome","Lang JM, Pan C, Cantor RM, Tang WHW, Garcia-Garcia JC, Kurtz I, Hazen SL, Bergeron N, Krauss RM, Lusis AJ.","mBio. 2018 Dec 11;9(6):e01604-18. doi: 10.1128/mBio.01604-18.","Lang JM","mBio","2018","2018/12/13","PMC6299478","","10.1128/mBio.01604-18"
"30240602","CVID enteropathy is characterized by exceeding low mucosal IgA levels and interferon-driven inflammation possibly related to the presence of a pathobiont","Shulzhenko N, Dong X, Vyshenska D, Greer RL, Gurung M, Vasquez-Perez S, Peremyslova E, Sosnovtsev S, Quezado M, Yao M, Montgomery-Recht K, Strober W, Fuss IJ, Morgun A.","Clin Immunol. 2018 Dec;197:139-153. doi: 10.1016/j.clim.2018.09.008. Epub 2018 Sep 19.","Shulzhenko N","Clin Immunol","2018","2018/09/22","PMC6289276","NIHMS1508464","10.1016/j.clim.2018.09.008"
"30189834","Effects of mixed lactic acid bacteria on intestinal microbiota of mice infected with Staphylococcus aureus","Ren D, Gong S, Shu J, Zhu J, Liu H, Chen P.","BMC Microbiol. 2018 Sep 6;18(1):109. doi: 10.1186/s12866-018-1245-1.","Ren D","BMC Microbiol","2018","2018/09/08","PMC6127954","","10.1186/s12866-018-1245-1"
"29664968","Water system is a controlling variable modulating bacterial diversity of gastrointestinal tract and performance in rainbow trout","Betiku OC, Yeoman CJ, Gaylord TG, Americus B, Olivo S, Duff GC, Sealey WM.","PLoS One. 2018 Apr 17;13(4):e0195967. doi: 10.1371/journal.pone.0195967. eCollection 2018.","Betiku OC","PLoS One","2018","2018/04/18","PMC5903623","","10.1371/journal.pone.0195967"
"29806176","Microbial community analyses of produced waters from high-temperature oil reservoirs reveal unexpected similarity between geographically distant oil reservoirs","Kim DD, O'Farrell C, Toth CRA, Montoya O, Gieg LM, Kwon TH, Yoon S.","Microb Biotechnol. 2018 Jul;11(4):788-796. doi: 10.1111/1751-7915.13281. Epub 2018 May 27.","Kim DD","Microb Biotechnol","2018","2018/05/29","PMC6011920","","10.1111/1751-7915.13281"
"31462413","Bacteria Detected in both Urine and Open Wounds in Nursing Home Residents: a Pilot Study","Libertucci J, Bassis CM, Cassone M, Gibson K, Lansing B, Mody L, Young VB, Meddings J.","mSphere. 2019 Aug 28;4(4):e00463-19. doi: 10.1128/mSphere.00463-19.","Libertucci J","mSphere","2019","2019/08/30","PMC6714893","","10.1128/mSphere.00463-19"
"31012228","Confident phylogenetic identification of uncultured prokaryotes through long read amplicon sequencing of the 16S-ITS-23S rRNA operon","Martijn J, Lind AE, Schön ME, Spiertz I, Juzokaite L, Bunikis I, Pettersson OV, Ettema TJG.","Environ Microbiol. 2019 Jul;21(7):2485-2498. doi: 10.1111/1462-2920.14636. Epub 2019 May 7.","Martijn J","Environ Microbiol","2019","2019/04/24","PMC6849856","","10.1111/1462-2920.14636"
"31268142","Effect of chronic and acute heat challenges on fecal microbiota composition, production, and thermoregulation traits in growing pigs1,2","Le Sciellour M, Zemb O, Hochu I, Riquet J, Gilbert H, Giorgi M, Billon Y, Gourdine JL, Renaudeau D.","J Anim Sci. 2019 Sep 3;97(9):3845-3858. doi: 10.1093/jas/skz222.","Le Sciellour M","J Anim Sci","2019","2019/07/04","PMC6735821","","10.1093/jas/skz222"
"30456757","Rotavirus-mediated alteration of gut microbiota and its correlation with physiological characteristics in neonatal calves","Jang JY, Kim S, Kwon MS, Lee J, Yu DH, Song RH, Choi HJ, Park J.","J Microbiol. 2019 Feb;57(2):113-121. doi: 10.1007/s12275-019-8549-1. Epub 2018 Nov 19.","Jang JY","J Microbiol","2019","2018/11/21","PMC7090552","","10.1007/s12275-019-8549-1"
"31118299","The Impact of DNA Polymerase and Number of Rounds of Amplification in PCR on 16S rRNA Gene Sequence Data","Sze MA, Schloss PD.","mSphere. 2019 May 22;4(3):e00163-19. doi: 10.1128/mSphere.00163-19.","Sze MA","mSphere","2019","2019/05/24","PMC6531881","","10.1128/mSphere.00163-19"
"29941869","Magnesium lithospermate B improves the gut microbiome and bile acid metabolic profiles in a mouse model of diabetic nephropathy","Zhao J, Zhang QL, Shen JH, Wang K, Liu J.","Acta Pharmacol Sin. 2019 Apr;40(4):507-513. doi: 10.1038/s41401-018-0029-3. Epub 2018 Jun 25.","Zhao J","Acta Pharmacol Sin","2019","2018/06/27","PMC6461985","","10.1038/s41401-018-0029-3"
"30556308","Microbial communities in swine lungs and their association with lung lesions","Huang T, Zhang M, Tong X, Chen J, Yan G, Fang S, Guo Y, Yang B, Xiao S, Chen C, Huang L, Ai H.","Microb Biotechnol. 2019 Mar;12(2):289-304. doi: 10.1111/1751-7915.13353. Epub 2018 Dec 17.","Huang T","Microb Biotechnol","2019","2018/12/18","PMC6389860","","10.1111/1751-7915.13353"
"30172408","Composition of the teat canal and intramammary microbiota of dairy cows subjected to antimicrobial dry cow therapy and internal teat sealant","Derakhshani H, Plaizier JC, De Buck J, Barkema HW, Khafipour E.","J Dairy Sci. 2018 Nov;101(11):10191-10205. doi: 10.3168/jds.2018-14858. Epub 2018 Aug 29.","Derakhshani H","J Dairy Sci","2018","2018/09/03","","","10.3168/jds.2018-14858"
"30369115","Spatial Physiochemical and Metagenomic Analysis of Desert Environment","Sivakala KK, Jose PA, Anandham R, Thinesh T, Jebakumar SRD, Samaddar S, Chatterjee P, Sivakumar N, Sa T.","J Microbiol Biotechnol. 2018 Sep 28;28(9):1517-1526. doi: 10.4014/jmb.1804.04005.","Sivakala KK","J Microbiol Biotechnol","2018","2018/10/30","","","10.4014/jmb.1804.04005"
"29688343","A town on fire! Integrating 16S rRNA gene amplicon analyses into an undergraduate microbiology lecture class","Tobin TC, Shade A.","FEMS Microbiol Lett. 2018 May 1;365(10):fny104. doi: 10.1093/femsle/fny104.","Tobin TC","FEMS Microbiol Lett","2018","2018/04/25","PMC5954299","","10.1093/femsle/fny104"
"31413227","Growth Stage-dependent Bacterial Communities in Soybean Plant Tissues: Methylorubrum Transiently Dominated in the Flowering Stage of the Soybean Shoot","Hara S, Matsuda M, Minamisawa K.","Microbes Environ. 2019 Dec 27;34(4):446-450. doi: 10.1264/jsme2.ME19067. Epub 2019 Aug 14.","Hara S","Microbes Environ","2019","2019/08/16","PMC6934392","","10.1264/jsme2.ME19067"
"30038903","High Throughput Sequencing and Network Analysis Disentangle the Microbial Communities of Ticks and Hosts Within and Between Ecosystems","Estrada-Peña A, Cabezas-Cruz A, Pollet T, Vayssier-Taussat M, Cosson JF.","Front Cell Infect Microbiol. 2018 Jul 9;8:236. doi: 10.3389/fcimb.2018.00236. eCollection 2018.","Estrada-Peña A","Front Cell Infect Microbiol","2018","2018/07/25","PMC6046413","","10.3389/fcimb.2018.00236"
"29706333","The impact of vegan production on the kimchi microbiome","Zabat MA, Sano WH, Cabral DJ, Wurster JI, Belenky P.","Food Microbiol. 2018 Sep;74:171-178. doi: 10.1016/j.fm.2018.04.001. Epub 2018 Apr 3.","Zabat MA","Food Microbiol","2018","2018/05/01","PMC5965696","NIHMS960027","10.1016/j.fm.2018.04.001"
"29458872","Diversity of cultivable bacterial endophytes in Paullinia cupana and their potential for plant growth promotion and phytopathogen control","Liotti RG, da Silva Figueiredo MI, da Silva GF, de Mendonça EAF, Soares MA.","Microbiol Res. 2018 Mar;207:8-18. doi: 10.1016/j.micres.2017.10.011. Epub 2017 Nov 1.","Liotti RG","Microbiol Res","2018","2018/02/21","","","10.1016/j.micres.2017.10.011"
"31309868","Acute stressor alters inter-species microbial competition for resistant starch-supplemented medium","Pantoja-Feliciano IG, Soares JW, Doherty LA, Karl JP, McClung HL, Armstrong NJ, Branck TA, Arcidiacono S.","Gut Microbes. 2019;10(4):439-446. doi: 10.1080/19490976.2018.1554962. Epub 2018 Dec 22.","Pantoja-Feliciano IG","Gut Microbes","2019","2019/07/17","PMC6748575","","10.1080/19490976.2018.1554962"
"29633555","Microbial rRNA gene expression and co-occurrence profiles associate with biokinetics and elemental composition in full-scale anaerobic digesters","Ziels RM, Svensson BH, Sundberg C, Larsson M, Karlsson A, Yekta SS.","Microb Biotechnol. 2018 Jul;11(4):694-709. doi: 10.1111/1751-7915.13264. Epub 2018 Apr 6.","Ziels RM","Microb Biotechnol","2018","2018/04/11","PMC6011980","","10.1111/1751-7915.13264"
"30845929","Alterations in bacterial communities, SCFA and biomarkers in an elderly HIV-positive and HIV-negative population in western Mexico","González-Hernández LA, Ruiz-Briseño MDR, Sánchez-Reyes K, Alvarez-Zavala M, Vega-Magaña N, López-Iñiguez A, Díaz-Ramos JA, Martínez-Ayala P, Soria-Rodriguez RA, Ramos-Solano M, Andrade-Villanueva JF.","BMC Infect Dis. 2019 Mar 7;19(1):234. doi: 10.1186/s12879-019-3867-9.","González-Hernández LA","BMC Infect Dis","2019","2019/03/09","PMC6407185","","10.1186/s12879-019-3867-9"
"31664418","Changes in the intestinal microbiota of superobese patients after bariatric surgery","Pajecki D, de Oliveira LC, Sabino EC, de Souza-Basqueira M, Dantas ACB, Nunes GC, de Cleva R, Santo MA.","Clinics (Sao Paulo). 2019 Oct 28;74:e1198. doi: 10.6061/clinics/2019/e1198. eCollection 2019.","Pajecki D","Clinics (Sao Paulo)","2019","2019/10/31","PMC6807688","","10.6061/clinics/2019/e1198"
"29462107","Tracheal Microbiota in Patients With a Tracheostomy Before, During and After an Acute Respiratory Infection","Pérez-Losada M, Graham RJ, Coquillette M, Jafarey A, Castro-Nallar E, Aira M, Hoptay C, Freishtat RJ, Mansbach JM.","Pediatr Infect Dis J. 2018 Nov;37(11):e269-e271. doi: 10.1097/INF.0000000000001952.","Pérez-Losada M","Pediatr Infect Dis J","2018","2018/02/21","PMC6097614","NIHMS942479","10.1097/INF.0000000000001952"
"29795613","Dietary sodium butyrate improves intestinal development and function by modulating the microbial community in broilers","Wu W, Xiao Z, An W, Dong Y, Zhang B.","PLoS One. 2018 May 24;13(5):e0197762. doi: 10.1371/journal.pone.0197762. eCollection 2018.","Wu W","PLoS One","2018","2018/05/26","PMC5967726","","10.1371/journal.pone.0197762"
"29509788","Next generation sequencing for gut microbiome characterization in rainbow trout (Oncorhynchus mykiss) fed animal by-product meals as an alternative to fishmeal protein sources","Rimoldi S, Terova G, Ascione C, Giannico R, Brambilla F.","PLoS One. 2018 Mar 6;13(3):e0193652. doi: 10.1371/journal.pone.0193652. eCollection 2018.","Rimoldi S","PLoS One","2018","2018/03/07","PMC5839548","","10.1371/journal.pone.0193652"
"30104612","Schistosoma mansoni infection is associated with quantitative and qualitative modifications of the mammalian intestinal microbiota","Jenkins TP, Peachey LE, Ajami NJ, MacDonald AS, Hsieh MH, Brindley PJ, Cantacessi C, Rinaldi G.","Sci Rep. 2018 Aug 13;8(1):12072. doi: 10.1038/s41598-018-30412-x.","Jenkins TP","Sci Rep","2018","2018/08/15","PMC6089957","","10.1038/s41598-018-30412-x"
"31330899","Vitamin D and Phenylbutyrate Supplementation Does Not Modulate Gut Derived Immune Activation in HIV-1","Missailidis C, Sørensen N, Ashenafi S, Amogne W, Kassa E, Bekele A, Getachew M, Gebreselassie N, Aseffa A, Aderaye G, Andersson J, Brighenti S, Bergman P.","Nutrients. 2019 Jul 21;11(7):1675. doi: 10.3390/nu11071675.","Missailidis C","Nutrients","2019","2019/07/24","PMC6682943","","10.3390/nu11071675"
"30131509","The underlying microbial mechanism of epizootic rabbit enteropathy triggered by a low fiber diet","Jin DX, Zou HW, Liu SQ, Wang LZ, Xue B, Wu D, Tian G, Cai J, Yan TH, Wang ZS, Peng QH.","Sci Rep. 2018 Aug 21;8(1):12489. doi: 10.1038/s41598-018-30178-2.","Jin DX","Sci Rep","2018","2018/08/23","PMC6104036","","10.1038/s41598-018-30178-2"
"30297695","Quinoa whole grain diet compromises the changes of gut microbiota and colonic colitis induced by dextran Sulfate sodium in C57BL/6 mice","Liu W, Zhang Y, Qiu B, Fan S, Ding H, Liu Z.","Sci Rep. 2018 Oct 8;8(1):14916. doi: 10.1038/s41598-018-33092-9.","Liu W","Sci Rep","2018","2018/10/10","PMC6175902","","10.1038/s41598-018-33092-9"
"30986907","Characterization of Microbiota Associated with Digesta and Mucosa in Different Regions of Gastrointestinal Tract of Nursery Pigs","Adhikari B, Kim SW, Kwon YM.","Int J Mol Sci. 2019 Apr 2;20(7):1630. doi: 10.3390/ijms20071630.","Adhikari B","Int J Mol Sci","2019","2019/04/17","PMC6480377","","10.3390/ijms20071630"
"29681906","Infection of Helicobacter pylori and Atrophic Gastritis Influence Lactobacillus in Gut Microbiota in a Japanese Population","Iino C, Shimoyama T, Chinda D, Arai T, Chiba D, Nakaji S, Fukuda S.","Front Immunol. 2018 Apr 6;9:712. doi: 10.3389/fimmu.2018.00712. eCollection 2018.","Iino C","Front Immunol","2018","2018/04/24","PMC5897428","","10.3389/fimmu.2018.00712"
"29946828","The urinary microbiome in patients with refractory urge incontinence and recurrent urinary tract infection","Chen Z, Phan MD, Bates LJ, Peters KM, Mukerjee C, Moore KH, Schembri MA.","Int Urogynecol J. 2018 Dec;29(12):1775-1782. doi: 10.1007/s00192-018-3679-2. Epub 2018 Jun 26.","Chen Z","Int Urogynecol J","2018","2018/06/28","PMC6244753","","10.1007/s00192-018-3679-2"
"31318902","A structured weight loss program increases gut microbiota phylogenetic diversity and reduces levels of Collinsella in obese type 2 diabetics: A pilot study","Frost F, Storck LJ, Kacprowski T, Gärtner S, Rühlemann M, Bang C, Franke A, Völker U, Aghdassi AA, Steveling A, Mayerle J, Weiss FU, Homuth G, Lerch MM.","PLoS One. 2019 Jul 18;14(7):e0219489. doi: 10.1371/journal.pone.0219489. eCollection 2019.","Frost F","PLoS One","2019","2019/07/19","PMC6638920","","10.1371/journal.pone.0219489"
"31248424","Altered gut microbiota and inflammatory cytokine responses in patients with Parkinson's disease","Lin CH, Chen CC, Chiang HL, Liou JM, Chang CM, Lu TP, Chuang EY, Tai YC, Cheng C, Lin HY, Wu MS.","J Neuroinflammation. 2019 Jun 27;16(1):129. doi: 10.1186/s12974-019-1528-y.","Lin CH","J Neuroinflammation","2019","2019/06/29","PMC6598278","","10.1186/s12974-019-1528-y"
"30071904","The gut microbiota drives the impact of bile acids and fat source in diet on mouse metabolism","Just S, Mondot S, Ecker J, Wegner K, Rath E, Gau L, Streidl T, Hery-Arnaud G, Schmidt S, Lesker TR, Bieth V, Dunkel A, Strowig T, Hofmann T, Haller D, Liebisch G, Gérard P, Rohn S, Lepage P, Clavel T.","Microbiome. 2018 Aug 2;6(1):134. doi: 10.1186/s40168-018-0510-8.","Just S","Microbiome","2018","2018/08/04","PMC6091023","","10.1186/s40168-018-0510-8"
"30901046","Association of the Infant Gut Microbiome With Early Childhood Neurodevelopmental Outcomes: An Ancillary Study to the VDAART Randomized Clinical Trial","Sordillo JE, Korrick S, Laranjo N, Carey V, Weinstock GM, Gold DR, O'Connor G, Sandel M, Bacharier LB, Beigelman A, Zeiger R, Litonjua AA, Weiss ST.","JAMA Netw Open. 2019 Mar 1;2(3):e190905. doi: 10.1001/jamanetworkopen.2019.0905.","Sordillo JE","JAMA Netw Open","2019","2019/03/23","PMC6583279","","10.1001/jamanetworkopen.2019.0905"
"31285347","Responses of tundra soil microbial communities to half a decade of experimental warming at two critical depths","Johnston ER, Hatt JK, He Z, Wu L, Guo X, Luo Y, Schuur EAG, Tiedje JM, Zhou J, Konstantinidis KT.","Proc Natl Acad Sci U S A. 2019 Jul 23;116(30):15096-15105. doi: 10.1073/pnas.1901307116. Epub 2019 Jul 8.","Johnston ER","Proc Natl Acad Sci U S A","2019","2019/07/10","PMC6660733","","10.1073/pnas.1901307116"
"31438919","Relationship between alterations of urinary microbiota and cultured negative lower urinary tract symptoms in female type 2 diabetes patients","Chen J, Zhao J, Cao Y, Zhang G, Chen Y, Zhong J, Huang W, Zeng J, Wu P.","BMC Urol. 2019 Aug 22;19(1):78. doi: 10.1186/s12894-019-0506-0.","Chen J","BMC Urol","2019","2019/08/24","PMC6704724","","10.1186/s12894-019-0506-0"
"30231937","The gut of the finch: uniqueness of the gut microbiome of the Galápagos vampire finch","Michel AJ, Ward LM, Goffredi SK, Dawson KS, Baldassarre DT, Brenner A, Gotanda KM, McCormack JE, Mullin SW, O'Neill A, Tender GS, Uy JAC, Yu K, Orphan VJ, Chaves JA.","Microbiome. 2018 Sep 19;6(1):167. doi: 10.1186/s40168-018-0555-8.","Michel AJ","Microbiome","2018","2018/09/21","PMC6146768","","10.1186/s40168-018-0555-8"
"31827386","Community Structure and Abundance of Archaea in a Zostera marina Meadow: A Comparison between Seagrass-Colonized and Bare Sediment Sites","Zheng P, Wang C, Zhang X, Gong J.","Archaea. 2019 Nov 18;2019:5108012. doi: 10.1155/2019/5108012. eCollection 2019.","Zheng P","Archaea","2019","2019/12/13","PMC6885780","","10.1155/2019/5108012"
"30007544","Off-target effects of tribendimidine, tribendimidine plus ivermectin, tribendimidine plus oxantel-pamoate, and albendazole plus oxantel-pamoate on the human gut microbiota","Schneeberger PHH, Coulibaly JT, Gueuning M, Moser W, Coburn B, Frey JE, Keiser J.","Int J Parasitol Drugs Drug Resist. 2018 Dec;8(3):372-378. doi: 10.1016/j.ijpddr.2018.07.001. Epub 2018 Jul 2.","Schneeberger PHH","Int J Parasitol Drugs Drug Resist","2018","2018/07/16","PMC6068340","","10.1016/j.ijpddr.2018.07.001"
"30348104","Petroleum hydrocarbon rich oil refinery sludge of North-East India harbours anaerobic, fermentative, sulfate-reducing, syntrophic and methanogenic microbial populations","Roy A, Sar P, Sarkar J, Dutta A, Sarkar P, Gupta A, Mohapatra B, Pal S, Kazy SK.","BMC Microbiol. 2018 Oct 22;18(1):151. doi: 10.1186/s12866-018-1275-8.","Roy A","BMC Microbiol","2018","2018/10/24","PMC6198496","","10.1186/s12866-018-1275-8"
"29858581","Influence of gut microbiome on mucosal immune activation and SHIV viral transmission in naive macaques","Sui Y, Dzutsev A, Venzon D, Frey B, Thovarai V, Trinchieri G, Berzofsky JA.","Mucosal Immunol. 2018 Jul;11(4):1219-1229. doi: 10.1038/s41385-018-0029-0. Epub 2018 Jun 1.","Sui Y","Mucosal Immunol","2018","2018/06/03","PMC6030500","NIHMS959548","10.1038/s41385-018-0029-0"
"31269667","Major Differences in the Diversity of Mycobiomes Associated with Wheat Processing and Domestic Environments: Significant Findings from High-Throughput Sequencing of Fungal Barcode ITS1","Yashiro E, Savova-Bianchi D, Niculita-Hirzel H.","Int J Environ Res Public Health. 2019 Jul 2;16(13):2335. doi: 10.3390/ijerph16132335.","Yashiro E","Int J Environ Res Public Health","2019","2019/07/05","PMC6650792","","10.3390/ijerph16132335"
"31776238","Anterior Nares Diversity and Pathobionts Represent Sinus Microbiome in Chronic Rhinosinusitis","De Boeck I, Wittouck S, Martens K, Claes J, Jorissen M, Steelant B, van den Broek MFL, Seys SF, Hellings PW, Vanderveken OM, Lebeer S.","mSphere. 2019 Nov 27;4(6):e00532-19. doi: 10.1128/mSphere.00532-19.","De Boeck I","mSphere","2019","2019/11/29","PMC6881717","","10.1128/mSphere.00532-19"
